species,id,number,fl,tl,wt,direction,us_clip,ds_clip,date
Yellow Perch,,1,65,70,2.7,Upstream,,,2015-05-23
Yellow Perch,,1,65,69,2.7,Upstream,,,2015-05-23
Yellow Perch,,1,70,75,3.2,Upstream,,,2015-05-23
Yellow Perch,,1,66,70,2.6,Upstream,,,2015-05-23
Yellow Perch,,1,88,93,7.8,Upstream,,,2015-05-23
Yellow Perch,,1,63,68,1.7,Upstream,,,2015-05-23
Yellow Perch,,1,70,74,3.9,Upstream,,,2015-05-23
Yellow Perch,,17,68,72,53.8,Upstream,,,2015-05-23
Yellow Perch,,17,71,76,50.7,Upstream,,,2015-05-23
Yellow Perch,,1,63,67,1.8,Upstream,,,2015-05-23
Yellow Perch,,1,71,75,2.7,Upstream,,,2015-05-23
Yellow Perch,,1,74,77,3.5,Upstream,,,2015-05-23
Yellow Perch,,1,65,69,2.1,Upstream,,,2015-05-23
Yellow Perch,,15,74,77,45.3,Upstream,,,2015-05-23
Yellow Perch,,18,69,73,58.5,Upstream,,,2015-05-23
Yellow Perch,,5,70,75,,Upstream,,,2015-05-23
Yellow Perch,,4,68,72,11.7,Upstream,,,2015-05-23
Yellow Perch,,1,64,68,2.3,Upstream,,,2015-05-23
Yellow Perch,,74,71,77,201.9,Upstream,,,2015-05-23
Yellow Perch,,24,69,74,67.4,Upstream,,,2015-05-23
Yellow Perch,,15,70,75,41.1,Upstream,,,2015-05-23
Yellow Perch,,5,70,73,14.6,Upstream,,,2015-05-23
Yellow Perch,,1,68,72,2.8,Upstream,,,2015-05-23
Yellow Perch,,42,70,74,141.3,Upstream,,,2015-05-23
Yellow Perch,,8,68,71,24.3,Upstream,,,2015-05-23
Yellow Perch,,33,60,70,97.2,Upstream,,,2015-05-23
Yellow Perch,,16,69,73,54.6,Upstream,,,2015-05-23
Yellow Perch,,1,100,110,12.2,Upstream,,,2015-05-23
Yellow Perch,,10,83,89,39,Upstream,,,2015-05-23
Yellow Perch,,5,71,76,18.8,Upstream,,,2015-05-23
Yellow Perch,,23,80,83,74,Upstream,,,2015-05-23
Yellow Perch,,18,80,85,58.4,Upstream,,,2015-05-23
Yellow Perch,,1,92,97,7.7,Upstream,,,2015-05-23
Yellow Perch,,25,66,70,72.8,Upstream,,,2015-05-23
Yellow Perch,,45,68,72,131.8,Upstream,,,2015-05-23
Yellow Perch,,6,83,88,33.4,Upstream,,,2015-05-23
Yellow Perch,,16,68,72,42.7,Upstream,,,2015-05-23
Yellow Perch,,22,83,88,65,Upstream,,,2015-05-23
Yellow Perch,,6,91,96,38,Upstream,,,2015-05-23
Yellow Perch,,1,63,67,1.3,Upstream,,,2015-05-23
Yellow Perch,,1,98,104,8.4,Upstream,,,2015-05-23
Yellow Perch,,1,68,73,2.6,Upstream,,,2015-05-23
Yellow Perch,,1,68,72,2.4,Upstream,,,2015-05-23
Yellow Perch,,1,72,76,2.8,Upstream,,,2015-05-23
Yellow Perch,,1,67,70,1.8,Upstream,,,2015-05-23
Yellow Perch,,1,66,70,2.8,Upstream,,,2015-05-23
Yellow Perch,,1,90,94,5.6,Upstream,,,2015-05-23
Yellow Perch,,1,59,62,2.5,Upstream,,,2015-05-23
Yellow Perch,,3,66,69,7.4,Upstream,,,2015-05-23
Yellow Perch,,1,73,76,2.4,Upstream,,,2015-05-23
Yellow Perch,,1,67,71,3.1,Upstream,,,2015-05-23
Yellow Perch,,33,68,73,113.8,Upstream,,,2015-05-23
Yellow Perch,,26,70,75,73.6,Upstream,,,2015-05-23
Yellow Perch,,1,72,75,,Upstream,,,2015-05-23
Yellow Perch,,3,96,101,23.3,Upstream,,,2015-05-23
Yellow Perch,,10,70,75,29.9,Upstream,,,2015-05-23
Yellow Perch,,,71,75,29.1,Upstream,,,2015-05-23
Yellow Perch,,1,105,112,12.2,Upstream,,,2015-05-23
Yellow Perch,,3,93,98,23.6,Upstream,,,2015-05-23
Yellow Perch,,17,73,77,49,Upstream,,,2015-05-23
Yellow Perch,,7,63,67,20.3,Upstream,,,2015-05-23
Yellow Perch,,2,67,71,5.9,Upstream,,,2015-05-23
Yellow Perch,,1,87,91,6.6,Upstream,,,2015-05-23
Yellow Perch,,1,105,110,10.4,Upstream,,,2015-05-23
Yellow Perch,,1,91,96,7.7,Upstream,,,2015-05-23
Yellow Perch,,7,71,76,26.9,Upstream,,,2015-05-23
Yellow Perch,,1,73,78,4.2,Upstream,,,2015-05-23
Yellow Perch,,1,71,75,4,Upstream,,,2015-05-23
Yellow Perch,,8,71,75,20.9,Upstream,,,2015-05-23
Yellow Perch,,1,141,147,23.9,Upstream,,,2015-05-23
Yellow Perch,,1,107,114,11.2,Upstream,,,2015-05-23
Yellow Perch,,1,102,108,8.8,Upstream,,,2015-05-23
Yellow Perch,,2,111,117,27.1,Upstream,,,2015-05-23
Yellow Perch,,7,84,87,26.1,Upstream,,,2015-05-23
Yellow Perch,,11,73,76,39.5,Upstream,,,2015-05-23
Yellow Perch,,34,66,70,96.8,Upstream,,,2015-05-23
Yellow Perch,,1,105,110,10.9,Upstream,,,2015-05-23
Yellow Perch,,24,69,73,85,Upstream,,,2015-05-23
Yellow Perch,,18,71,75,50.9,Upstream,,,2015-05-23
Yellow Perch,,4,83,89,27.1,Upstream,,,2015-05-23
Yellow Perch,,7,71,76,21.5,Upstream,,,2015-05-23
Yellow Perch,,1,66,71,2.4,Upstream,,,2015-05-23
Yellow Perch,,1,80,85,3.9,Upstream,,,2015-05-23
Yellow Perch,,1,93,99,7.1,Upstream,,,2015-05-23
Yellow Perch,,12,70,75,34.7,Upstream,,,2015-05-23
Yellow Perch,,1,129,137,23.1,Upstream,,,2015-05-23
Yellow Perch,,8,69,73,30,Upstream,,,2015-05-23
Yellow Perch,,1,106,112,11.1,Upstream,,,2015-05-23
Yellow Perch,,10,72,76,28.7,Upstream,,,2015-05-23
Yellow Perch,,3,87,91,17.7,Upstream,,,2015-05-23
Yellow Perch,,3,73,78,9.2,Upstream,,,2015-05-23
Yellow Perch,,1,65,68,2.5,Upstream,,,2015-05-23
Yellow Perch,,9,67,72,33.1,Upstream,,,2015-05-23
Yellow Perch,,4,121,127,57.1,Upstream,,,2015-05-23
Yellow Perch,,9,75,80,42.2,Upstream,,,2015-05-23
Yellow Perch,,6,68,72,22.3,Upstream,,,2015-05-23
Yellow Perch,,4,118,124,77.4,Upstream,,,2015-05-23
Yellow Perch,,9,64,68,34,Upstream,,,2015-05-23
Yellow Perch,,3,64,67,8.1,Upstream,,,2015-05-23
Yellow Perch,,1,70,75,3.7,Upstream,,,2015-05-23
Brook Trout,,1,120,126,19.7,Downstream,,,2016-05-23
Brook Trout,,1,111,115,6.3,Downstream,,,2016-05-23
Brown Bullhead,,1,,165,49.6,Downstream,,,2016-05-23
Brown Bullhead,,2,,90,23.7,Downstream,,,2016-05-23
Common Shiner,,1,110,121,17.1,Downstream,,,2016-05-23
Common Shiner,,1,105,115,16,Downstream,,,2016-05-23
Common Shiner,,1,107,118,14.5,Downstream,1,,2016-05-23
Common Shiner,,1,75,83,4.2,Downstream,,,2016-05-23
Common Shiner,,1,108,120,15.5,Downstream,1,,2016-05-23
Common Shiner,,1,145,160,45.4,Downstream,1,,2016-05-23
Common Shiner,,1,122,134,24.5,Downstream,,,2016-05-23
Common Shiner,,1,111,121,16,Downstream,,,2016-05-23
Common Shiner,,1,130,145,27.1,Downstream,1,,2016-05-23
Common Shiner,,1,125,140,,Downstream,,,2016-05-23
Common Shiner,,1,95,105,6.5,Downstream,1,,2016-05-23
Common Shiner,,1,85,95,6.6,Downstream,1,,2016-05-23
Common Shiner,,1,75,82,3.8,Downstream,,,2016-05-23
Common Shiner,,1,160,176,60,Downstream,,,2016-05-23
Common Shiner,,1,155,170,53,Downstream,,,2016-05-23
Common Shiner,,7,80,88,41.7,Downstream,,,2016-05-23
Common Shiner,,2,152,167,94.4,Downstream,,,2016-05-23
Common Shiner,,2,115,125,35.5,Downstream,,,2016-05-23
Common Shiner,,1,130,143,23.7,Downstream,,,2016-05-23
Common Shiner,,3,105,114,42.7,Downstream,1,,2016-05-23
Common Shiner,,3,90,98,19.4,Downstream,,,2016-05-23
Common Shiner,,4,167,185,208.1,Downstream,,,2016-05-23
Common Shiner,,7,130,144,164.4,Downstream,2,1,2016-05-23
Common Shiner,,3,68,73,11.8,Downstream,1,,2016-05-23
Creek Chub,,1,116,124,17.8,Downstream,,,2016-05-23
Creek Chub,,1,166,176,49.7,Downstream,,,2016-05-23
Creek Chub,,1,78,83,3.1,Downstream,,,2016-05-23
Creek Chub,,1,159,167,41.3,Downstream,1,,2016-05-23
Creek Chub,,1,140,150,31,Downstream,,1,2016-05-23
Creek Chub,,1,97,102,,Downstream,,1,2016-05-23
Creek Chub,,1,102,108,12.6,Downstream,,,2016-05-23
Creek Chub,,1,162,171,47.8,Downstream,,,2016-05-23
Creek Chub,,2,146,155,64.6,Downstream,,,2016-05-23
Creek Chub,,1,147,155,34.4,Downstream,,,2016-05-23
Creek Chub,,6,126,134,130.3,Downstream,1,,2016-05-23
Creek Chub,,4,104,109,55.7,Downstream,1,,2016-05-23
Creek Chub,,9,110,118,131.6,Downstream,,,2016-05-23
Creek Chub,,1,221,229,104.4,Downstream,,,2016-05-23
Creek Chub,,7,130,137,185.6,Downstream,1,,2016-05-23
Creek Chub,,1,110,122,17.4,Downstream,,,2016-05-23
Creek Chub,,1,147,156,36.2,Downstream,,1,2016-05-23
Creek Chub,,1,94,99,9.4,Downstream,,,2016-05-23
Creek Chub,,8,140,149,190,Downstream,,,2016-05-23
Creek Chub,,3,144,151,84.4,Downstream,,,2016-05-23
Creek Chub,,3,162,172,148.5,Downstream,1,,2016-05-23
Creek Chub,,2,137,141,63.1,Downstream,,,2016-05-23
Creek Chub,,3,120,129,50.6,Downstream,,,2016-05-23
Creek Chub,,4,110,118,41.6,Downstream,1,,2016-05-23
Creek Chub,,2,196,206,173.5,Downstream,,,2016-05-23
Creek Chub,,1,150,165,44,Downstream,,,2016-05-23
Creek Chub,,1,85,88,5.1,Downstream,,,2016-05-23
Creek Chub,,1,136,144,26.9,Downstream,,,2016-05-23
Finescale Dace,,1,66,71,1.8,Downstream,,,2016-05-23
Golden Shiner,,1,87,98,7.2,Downstream,,,2016-05-23
Golden Shiner,,2,87,97,17.4,Downstream,,,2016-05-23
Golden Shiner,,1,83,91,5.8,Downstream,,,2016-05-23
Golden Shiner,,1,92,101,7.5,Downstream,,,2016-05-23
Golden Shiner,,1,88,98,6.2,Downstream,,,2016-05-23
Northern Pearl Dace,,1,117,124,14.7,Downstream,,,2016-05-23
Northern Pearl Dace,,1,76,82,4.2,Downstream,,,2016-05-23
Northern Pearl Dace,,3,77,83,17.8,Downstream,,,2016-05-23
Northern Pearl Dace,,1,92,98,5.3,Downstream,,,2016-05-23
Northern Pearl Dace,,1,100,105,6.5,Downstream,,,2016-05-23
Northern Pearl Dace,,1,75,82,3.9,Downstream,,,2016-05-23
White Sucker,,1,227,241,134.6,Downstream,,,2016-05-23
White Sucker,,1,223,239,138.2,Downstream,,,2016-05-23
White Sucker,,1,162,173,44.9,Downstream,,,2016-05-23
White Sucker,,1,157,167,34.9,Downstream,,,2016-05-23
White Sucker,,25,,,,Downstream,,,2016-05-23
Yellow Perch,,,71,75,58.1,Downstream,,,2016-05-23
Yellow Perch,,,70,75,43.2,Downstream,,,2016-05-23
Yellow Perch,,,81,86,34.6,Downstream,,,2016-05-23
Yellow Perch,,,70,74,187.3,Downstream,,,2016-05-23
Yellow Perch,,,73,77,106.1,Downstream,,,2016-05-23
Yellow Perch,,,70,74,33.1,Downstream,,,2016-05-23
Yellow Perch,,1,64,67,1.7,Downstream,,,2016-05-23
Yellow Perch,,1,140,147,28.5,Downstream,,,2016-05-23
Yellow Perch,,1,98,104,9.9,Downstream,,,2016-05-23
Yellow Perch,,,73,78,263,Downstream,,,2016-05-23
Yellow Perch,,,70,75,201.4,Downstream,,,2016-05-23
Yellow Perch,,,74,78,58.7,Downstream,,,2016-05-23
Yellow Perch,,,76,81,15.9,Downstream,,,2016-05-23
Yellow Perch,,1,129,135,23.3,Downstream,,,2016-05-23
Yellow Perch,,,103,109,74.6,Downstream,,,2016-05-23
Yellow Perch,,1,70,74,2,Downstream,,,2016-05-23
Yellow Perch,,5,92,97,38.9,Downstream,,,2016-05-23
Yellow Perch,,1,125,131,15.9,Downstream,,,2016-05-23
Yellow Perch,,2,82,87,11.9,Downstream,,,2016-05-23
Yellow Perch,,bulk,70,74,120.6,Downstream,,,2016-05-23
Yellow Perch,,bulk,80,85,55.6,Downstream,,,2016-05-23
Yellow Perch,,bulk,70,73,40.9,Downstream,,,2016-05-23
Yellow Perch,,bulk,77,81,88,Downstream,,,2016-05-23
Yellow Perch,,bulk,80,85,47,Downstream,,,2016-05-23
Yellow Perch,,5,62,66,10.4,Downstream,,,2016-05-23
Yellow Perch,,2,70,73,5.8,Downstream,,,2016-05-23
Yellow Perch,,2,114,119,34.5,Downstream,,,2016-05-23
Yellow Perch,,3,93,97,26,Downstream,,,2016-05-23
Brook Trout,,1,131,138,24.8,Upstream,,,2016-05-23
Brook Trout,,1,215,221,94.9,Upstream,,,2016-05-23
Brook Trout,,1,127,132,18.2,Upstream,,,2016-05-23
Brown Bullhead,,3,,133,96,Upstream,,,2016-05-23
Cisco,,1,114,127,10.6,Upstream,,,2016-05-23
Common Shiner,,1,100,111,12.4,Upstream,,,2016-05-23
Common Shiner,,1,80,87,5.8,Upstream,,,2016-05-23
Common Shiner,,6,103,112,66.8,Upstream,,,2016-05-23
Common Shiner,,3,117,130,71.1,Upstream,,1,2016-05-23
Common Shiner,,1,90,100,10.6,Upstream,,,2016-05-23
Common Shiner,,1,80,87,5.5,Upstream,,,2016-05-23
Common Shiner,,1,77,85,4.6,Upstream,,,2016-05-23
Common Shiner,,1,85,94,,Upstream,,1,2016-05-23
Common Shiner,,5,110,120,100.9,Upstream,1,,2016-05-23
Common Shiner,,3,155,167,111,Upstream,,,2016-05-23
Common Shiner,,1,131,145,28.8,Upstream,,,2016-05-23
Common Shiner,,1,97,107,10.4,Upstream,,1,2016-05-23
Common Shiner,,1,98,107,10.9,Upstream,,,2016-05-23
Common Shiner,,1,142,152,47.4,Upstream,,,2016-05-23
Common Shiner,,1,120,131,22.8,Upstream,,,2016-05-23
Common Shiner,,5,106,116,80,Upstream,1,,2016-05-23
Common Shiner,,1,116,127,18.4,Upstream,,,2016-05-23
Common Shiner,,1,185,193,7.7,Upstream,,,2016-05-23
Common Shiner,,1,86,96,8.5,Upstream,,,2016-05-23
Creek Chub,,1,121,132,21.8,Upstream,,,2016-05-23
Creek Chub,,1,111,120,15.2,Upstream,,,2016-05-23
Creek Chub,,1,79,85,4.4,Upstream,,,2016-05-23
Creek Chub,,2,130,139,55,Upstream,,1,2016-05-23
Creek Chub,,3,95,102,34.5,Upstream,,,2016-05-23
Creek Chub,,2,94,101,20,Upstream,,,2016-05-23
Creek Chub,,8,110,116,142.3,Upstream,,,2016-05-23
Creek Chub,,1,88,95,5.2,Upstream,,,2016-05-23
Creek Chub,,1,156,167,46.6,Upstream,,,2016-05-23
Creek Chub,,2,141,149,72.7,Upstream,,,2016-05-23
Creek Chub,,2,173,182,102,Upstream,,,2016-05-23
Creek Chub,,3,141,152,126.2,Upstream,1,,2016-05-23
Creek Chub,,4,164,173,227.5,Upstream,,,2016-05-23
Creek Chub,,1,175,185,63.5,Upstream,,,2016-05-23
Creek Chub,,1,190,201,85.5,Upstream,,,2016-05-23
Creek Chub,,10,112,120,180,Upstream,,,2016-05-23
Creek Chub,,11,123,130,206.4,Upstream,1,,2016-05-23
Creek Chub,,7,125,135,159.8,Upstream,,,2016-05-23
Creek Chub,,1,100,106,11,Upstream,,,2016-05-23
Creek Chub,,4,138,147,107.4,Upstream,,,2016-05-23
Creek Chub,,1,76,83,5.4,Upstream,,,2016-05-23
Creek Chub,,bulk,113,119,15.1,Upstream,,,2016-05-23
Finescale Dace,,1,70,75,4.1,Upstream,,,2016-05-23
Finescale Dace,,1,61,67,2.2,Upstream,,,2016-05-23
Finescale Dace,,1,76,81,2.7,Upstream,,,2016-05-23
Finescale Dace,,1,70,75,2.7,Upstream,,1,2016-05-23
Golden Shiner,,1,100,112,10.6,Upstream,,,2016-05-23
Golden Shiner,,1,138,153,33.4,Upstream,,,2016-05-23
Golden Shiner,,1,108,120,14.2,Upstream,1,1,2016-05-23
Golden Shiner,,1,77,86,4.6,Upstream,,,2016-05-23
Golden Shiner,,1,115,125,18,Upstream,,,2016-05-23
Golden Shiner,,1,115,129,15.9,Upstream,,,2016-05-23
Northern Pearl Dace,,1,110,118,11.1,Upstream,,1,2016-05-23
Northern Pearl Dace,,1,82,88,4.2,Upstream,,,2016-05-23
Northern Pearl Dace,,1,82,88,5,Upstream,,,2016-05-23
Northern Pearl Dace,,1,95,102,8.7,Upstream,,,2016-05-23
Northern Redbelly Dace,,1,56,61,1.8,Upstream,,,2016-05-23
Pumpkinseed,,3,77,80,21.2,Upstream,,,2016-05-23
Pumpkinseed,,1,84,88,10.4,Upstream,,,2016-05-23
Pumpkinseed,,1,111,117,24.2,Upstream,,,2016-05-23
Pumpkinseed,,1,97,102,25.5,Upstream,,,2016-05-23
Pumpkinseed,,1,86,92,10.6,Upstream,,,2016-05-23
Pumpkinseed,,4,80,85,37.7,Upstream,,,2016-05-23
Pumpkinseed,,2,85,89,21.9,Upstream,,,2016-05-23
Pumpkinseed,,2,67,70,10.5,Upstream,,,2016-05-23
Pumpkinseed,,1,97,104,18.2,Upstream,,,2016-05-23
White Sucker,,1,226,243,113.7,Upstream,,,2016-05-23
White Sucker,,1,170,182,52.5,Upstream,,,2016-05-23
White Sucker,,1,245,262,213.5,Upstream,,,2016-05-23
White Sucker,,1,192,203,94.4,Upstream,,,2016-05-23
White Sucker,,1,257,282,208.8,Upstream,,,2016-05-23
White Sucker,,1,215,230,111.3,Upstream,,,2016-05-23
White Sucker,,1,213,219,90.3,Upstream,,,2016-05-23
White Sucker,,1,175,190,57.6,Upstream,,,2016-05-23
White Sucker,,1,159,168,45.6,Upstream,,,2016-05-23
White Sucker,,1,98,105,9.4,Upstream,,,2016-05-23
White Sucker,,1,147,156,30.9,Upstream,,,2016-05-23
White Sucker,,1,125,133,20.5,Upstream,,,2016-05-23
White Sucker,,1,117,125,15.3,Upstream,,,2016-05-23
Yellow Perch,,,67,72,157.3,Upstream,,,2016-05-23
Yellow Perch,,,72,77,221.8,Upstream,,,2016-05-23
Yellow Perch,,,82,86,246.6,Upstream,,,2016-05-23
Yellow Perch,,,73,78,174.5,Upstream,,,2016-05-23
Yellow Perch,,,70,75,144.8,Upstream,,,2016-05-23
Yellow Perch,,,77,81,76.9,Upstream,,,2016-05-23
Yellow Perch,,,75,80,20,Upstream,,,2016-05-23
Yellow Perch,,1,64,68,1.4,Upstream,,,2016-05-23
Yellow Perch,,,90,97,83.2,Upstream,,,2016-05-23
Yellow Perch,,4,105,112,31.4,Upstream,,,2016-05-23
Yellow Perch,,1,94,98,9.4,Upstream,,,2016-05-23
Yellow Perch,,,90,95,299.1,Upstream,,,2016-05-23
Yellow Perch,,,70,74,314.3,Upstream,,,2016-05-23
Yellow Perch,,,85,90,194.1,Upstream,,,2016-05-23
Yellow Perch,,,81,87,60,Upstream,,,2016-05-23
Yellow Perch,,,73,77,27.9,Upstream,,,2016-05-23
Yellow Perch,,2,66,70,4.1,Upstream,,,2016-05-23
Yellow Perch,,,102,106,89.4,Upstream,,,2016-05-23
Yellow Perch,,,102,107,58,Upstream,,,2016-05-23
Yellow Perch,,,80,84,236.4,Upstream,,,2016-05-23
Yellow Perch,,,75,79,71.8,Upstream,,,2016-05-23
Yellow Perch,,,70,75,37.6,Upstream,,,2016-05-23
Yellow Perch,,,70,74,26.3,Upstream,,,2016-05-23
Yellow Perch,,1,70,75,2.1,Upstream,,,2016-05-23
Yellow Perch,,3,87,90,19.3,Upstream,,,2016-05-23
Yellow Perch,,1,131,137,20,Upstream,,,2016-05-23
Yellow Perch,,,110,115,37.8,Upstream,,,2016-05-23
Yellow Perch,,5,103,108,53.6,Upstream,,,2016-05-23
Yellow Perch,,1,120,126,18.4,Upstream,,,2016-05-23
Yellow Perch,,6,100,105,62.8,Upstream,,,2016-05-23
Yellow Perch,,1,83,87,4.7,Upstream,,,2016-05-23
Yellow Perch,,1,95,101,6.6,Upstream,,,2016-05-23
Yellow Perch,,bulk,80,85,162,Upstream,,,2016-05-23
Yellow Perch,,bulk,68,72,74.2,Upstream,,,2016-05-23
Yellow Perch,,bulk,70,75,33,Upstream,,,2016-05-23
Yellow Perch,,bulk,97,103,163.4,Upstream,,,2016-05-23
Yellow Perch,,bulk,108,113,102,Upstream,,,2016-05-23
Brassy Minnow,,1,75,82,4.8,Downstream,,,2017-05-23
Brook Trout,,1,128,136,19.5,Downstream,,,2017-05-23
Brook Trout,,1,106,112,13.9,Downstream,,,2017-05-23
Brook Trout,,1,130,136,24.8,Downstream,,,2017-05-23
Brook Trout,,1,102,109,,Downstream,,,2017-05-23
Brook Trout,,1,118,125,15.5,Downstream,,,2017-05-23
Brook Trout,,1,118,123,15.3,Downstream,,,2017-05-23
Brook Trout,,1,122,129,18.3,Downstream,,,2017-05-23
Brook Trout,,1,120,125,15,Downstream,,,2017-05-23
Brown Bullhead,,1,,,106.1,Downstream,,,2017-05-23
Brown Bullhead,,1,,,,Downstream,,,2017-05-23
Common Shiner,,2,106,118,27.5,Downstream,1,,2017-05-23
Common Shiner,,7,65,71,31.3,Downstream,,,2017-05-23
Common Shiner,,1,87,96,7.9,Downstream,,,2017-05-23
Common Shiner,,4,103,115,57.5,Downstream,,,2017-05-23
Common Shiner,,6,111,124,92.8,Downstream,,,2017-05-23
Common Shiner,,6,79,87,40.6,Downstream,,,2017-05-23
Common Shiner,,1,61,73,2.9,Downstream,,,2017-05-23
Common Shiner,,4,121,132,103.9,Downstream,,,2017-05-23
Common Shiner,,1,157,169,59.7,Downstream,,,2017-05-23
Common Shiner,,11,103,112,98.8,Downstream,,,2017-05-23
Common Shiner,,10,111,123,177.4,Downstream,,,2017-05-23
Common Shiner,,11,110,120,174.5,Downstream,1,,2017-05-23
Common Shiner,,3,118,130,76.8,Downstream,,,2017-05-23
Common Shiner,,1,75,82,,Downstream,,,2017-05-23
Creek Chub,,7,124,133,169.5,Downstream,,,2017-05-23
Creek Chub,,3,138,147,123.8,Downstream,,,2017-05-23
Creek Chub,,10,107,113,160.9,Downstream,1,,2017-05-23
Creek Chub,,1,82,87,6.1,Downstream,,,2017-05-23
Creek Chub,,4,112,119,78.7,Downstream,,,2017-05-23
Creek Chub,,4,138,146,121.8,Downstream,,,2017-05-23
Creek Chub,,2,122,129,45.4,Downstream,,,2017-05-23
Creek Chub,,4,126,135,76.9,Downstream,,,2017-05-23
Creek Chub,,4,115,124,63.5,Downstream,,,2017-05-23
Creek Chub,,9,100,108,117.6,Downstream,,,2017-05-23
Creek Chub,,1,195,204,82.6,Downstream,,,2017-05-23
Creek Chub,,1,81,86,5.6,Downstream,,,2017-05-23
Creek Chub,,11,116,126,288.9,Downstream,,,2017-05-23
Creek Chub,,1,130,136,309.3,Downstream,,,2017-05-23
Creek Chub,,12,119,127,41.4,Downstream,,,2017-05-23
Creek Chub,,12,104,113,209.1,Downstream,,,2017-05-23
Creek Chub,,2,107,115,83.7,Downstream,,,2017-05-23
Creek Chub,,14,82,89,4.5,Downstream,,,2017-05-23
Creek Chub,,5,160,169,254.9,Downstream,,,2017-05-23
Creek Chub,,3,166,176,135.9,Downstream,,,2017-05-23
Creek Chub,,1,161,170,43.6,Downstream,,,2017-05-23
Creek Chub,,1,119,127,19.2,Downstream,,,2017-05-23
Golden Shiner,,1,127,139,21.3,Downstream,,,2017-05-23
Golden Shiner,,2,121,134,36.7,Downstream,,,2017-05-23
Golden Shiner,,7,94,104,56.6,Downstream,,,2017-05-23
Golden Shiner,,6,105,118,87.3,Downstream,,,2017-05-23
Golden Shiner,,1,144,157,32.4,Downstream,,,2017-05-23
Golden Shiner,,4,95,104,39.5,Downstream,,,2017-05-23
Golden Shiner,,2,100,112,26.2,Downstream,,,2017-05-23
Longnose Dace,,1,63,68,3.8,Downstream,,,2017-05-23
Northern Pearl Dace,,1,118,12.5,13.7,Downstream,,,2017-05-23
Northern Pearl Dace,,1,88,94,6.3,Downstream,,,2017-05-23
Northern Pearl Dace,,1,74,80,3.7,Downstream,,,2017-05-23
Northern Pearl Dace,,1,97,104,8.7,Downstream,,,2017-05-23
Northern Pearl Dace,,1,85,92,3.7,Downstream,,,2017-05-23
Northern Pearl Dace,,15,101,108,168,Downstream,,,2017-05-23
Northern Pearl Dace,,1,90,96,6.2,Downstream,,,2017-05-23
Northern Pearl Dace,,3,95,103,26.9,Downstream,,,2017-05-23
Northern Pearl Dace,,1,120,127,11.6,Downstream,,1,2017-05-23
Northern Pearl Dace,,1,90,96,9.4,Downstream,,,2017-05-23
Northern Redbelly Dace,,,73,77,4.5,Downstream,,,2017-05-23
White Sucker,,2,,,,Downstream,,,2017-05-23
White Sucker,,11,,,,Downstream,,,2017-05-23
Yellow Perch,,,,,172.9,Downstream,,,2017-05-23
Yellow Perch,,,,,218.8,Downstream,,,2017-05-23
Yellow Perch,,,,,228,Downstream,,,2017-05-23
Yellow Perch,,,,,217.2,Downstream,,,2017-05-23
Yellow Perch,,,,,215.3,Downstream,,,2017-05-23
Yellow Perch,,,,,86.3,Downstream,,,2017-05-23
Yellow Perch,,,,,69.6,Downstream,,,2017-05-23
Yellow Perch,,,,,25.8,Downstream,,,2017-05-23
Yellow Perch,,,,,83.2,Downstream,,,2017-05-23
Yellow Perch,,,,,46.8,Downstream,,,2017-05-23
Yellow Perch,,,,,299.5,Downstream,,,2017-05-23
Yellow Perch,,,,,286.5,Downstream,,,2017-05-23
Yellow Perch,,,,,208.5,Downstream,,,2017-05-23
Yellow Perch,,,,,162,Downstream,,,2017-05-23
Yellow Perch,,,,,45.2,Downstream,,,2017-05-23
Yellow Perch,,,,,11.9,Downstream,,,2017-05-23
Yellow Perch,,,105,110,61.4,Downstream,,,2017-05-23
Yellow Perch,,8,111,117,86.2,Downstream,,,2017-05-23
Yellow Perch,,9,100,106,90,Downstream,,,2017-05-23
Yellow Perch,,,70,74,377.9,Downstream,,,2017-05-23
Yellow Perch,,,72,76,290,Downstream,,,2017-05-23
Yellow Perch,,,70,75,130.9,Downstream,,,2017-05-23
Yellow Perch,,4,72,76,12.6,Downstream,,,2017-05-23
Yellow Perch,,1,91,97,6.8,Downstream,,,2017-05-23
Yellow Perch,,,66,71,66.4,Downstream,,,2017-05-23
Yellow Perch,,3,73,77,10,Downstream,,,2017-05-23
Brook Trout,,1,151,160,36.6,Upstream,,,2017-05-23
Brook Trout,,1,120,126,17.2,Upstream,,,2017-05-23
Brook Trout,,1,150,160,35.5,Upstream,,,2017-05-23
Brook Trout,,1,128,133,22.4,Upstream,,,2017-05-23
Brown Bullhead,,1,,125,21.1,Upstream,,,2017-05-23
Common Shiner,,1,143,157,44.3,Upstream,,,2017-05-23
Common Shiner,,1,136,146,37.2,Upstream,,1,2017-05-23
Common Shiner,,1,155,169,58.8,Upstream,,,2017-05-23
Common Shiner,,1,130,142,27.6,Upstream,,,2017-05-23
Common Shiner,,1,107,118,14.8,Upstream,,,2017-05-23
Common Shiner,,1,134,145,30.8,Upstream,,,2017-05-23
Common Shiner,,1,110,120,16.9,Upstream,,,2017-05-23
Common Shiner,,1,145,158,38.2,Upstream,,1,2017-05-23
Common Shiner,,1,105,115,15.9,Upstream,,,2017-05-23
Common Shiner,,1,99,109,10.8,Upstream,,,2017-05-23
Common Shiner,,1,116,128,19.4,Upstream,,,2017-05-23
